entropy,sequentiality,gibberish,string
0.04233466,0.00020983,0.08712903,Gregor's father soon appeared with the music stand his mother with
0.04214135,0.00021957,0.08509478,the music and his sister with the violin.  She calmly prepared
0.04241427,0.00019591,0.08054292,everything for her to begin playing; his parents who had never
0.03832391,0.00028016,0.07991372,rented a room out before and therefore showed an exaggerated
0.03987153,0.00024884,0.08658022,courtesy towards the three gentlemen did not even dare to sit on
0.03905012,0.00023883,0.08372542,their own chairs; his father leant against the door with his right
0.04177074,0.00022505,0.07272503,hand pushed in between two buttons on his uniform coat; his mother
0.04141855,0.00026315,0.07988241,though was offered a seat by one of the gentlemen and sat - leaving
0.04021396,0.00024368,0.09118707,the chair where the gentleman happened to have placed it - out of
0.03707293,0.00041063,0.10872625,the way in a corner.
0.04256011,0.00017685,0.09854319,His sister began to play; father and mother paid close attention
0.04047160,0.00021638,0.08445897,one on each side to the movements of her hands.  Drawn in by the
0.04064133,0.00022231,0.06912794,playing Gregor had dared to come forward a little and already had
0.04080391,0.00022551,0.08139407,his head in the living room.  Before he had taken great pride in
0.04018373,0.00021956,0.07326931,how considerate he was but now it hardly occurred to him that he had
0.04030510,0.00021909,0.08939081,become so thoughtless about the others.  What's more there was now
0.03992609,0.00026784,0.07855108,all the more reason to keep himself hidden as he was covered in the
0.04133718,0.00022242,0.06836196,dust that lay everywhere in his room and flew up at the slightest
0.04150951,0.00018010,0.07238490,movement; he carried threads hairs and remains of food about on
0.04264239,0.00021644,0.07922694,his back and sides; he was much too indifferent to everything now to
0.04150350,0.00021936,0.07423055,lay on his back and wipe himself on the carpet like he had used to
0.04068563,0.00023504,0.10007960,do several times a day.  And despite this condition he was not too
0.04102749,0.00027008,0.07804923,shy to move forward a little onto the immaculate floor of the living
0.04497139,0.00017768,0.06411495,No-one noticed him though.  The family was totally preoccupied with
0.04108027,0.00023549,0.08324367,the violin playing; at first the three gentlemen had put their
0.04142594,0.00021073,0.07924841,hands in their pockets and come up far too close behind the music
0.04053691,0.00020452,0.08259822,stand to look at all the notes being played and they must have
0.04356830,0.00021186,0.08825178,disturbed Gregor's sister but soon in contrast with the family
0.04063839,0.00021236,0.06311144,they  withdrew back to the window with their heads sunk and talking
0.04131727,0.00018626,0.08029601,to each other at half volume and they stayed by the window while
0.04390575,0.00017635,0.05957867,Gregor's father observed them anxiously.  It really now seemed very
0.04119488,0.00022153,0.06252925,obvious that they had expected to hear some beautiful or
0.04097357,0.00022161,0.07760491,entertaining violin playing but had been disappointed that they had
0.04085852,0.00024963,0.07411075,had enough of the whole performance and it was only now out of
0.04098727,0.00020854,0.08823888,politeness that they allowed their peace to be disturbed.  It was
0.04323476,0.00020898,0.07323793,especially unnerving the way they all blew the smoke from their
0.04229924,0.00019796,0.06727550,cigarettes upwards from their mouth and noses.  Yet Gregor's sister
0.04251238,0.00017717,0.07946623,was playing so beautifully.  Her face was leant to one side
0.04200710,0.00021762,0.08136881,following the lines of music with a careful and melancholy
0.04358707,0.00017970,0.06147704,expression.  Gregor crawled a little further forward keeping his
0.03831854,0.00029053,0.08528400,head close to the ground so that he could meet her eyes if the
0.04125763,0.00020162,0.07993470,chance came.  Was he an animal if music could captivate him so? It
0.03852692,0.00027957,0.07625977,seemed to him that he was being shown the way to the unknown
0.04124217,0.00022942,0.07874940,nourishment he had been yearning for.  He was determined to make his
0.03927381,0.00024379,0.07796836,way forward to his sister and tug at her skirt to show her she might
0.04078945,0.00023698,0.08277622,come into his room with her violin as no-one appreciated her
0.04176397,0.00020618,0.08644114,playing here as much as he would.  He never wanted to let her out of
0.04349477,0.00021719,0.06463705,his room not while he lived anyway; his shocking appearance
0.04120815,0.00022227,0.08864906,should for once be of some use to him; he wanted to be at every
0.03851809,0.00024984,0.08282374,door of his room at once to hiss and spit at the attackers; his
0.04169079,0.00023894,0.07463676,sister should not be forced to stay with him though but stay of
0.03968705,0.00021784,0.09016751,her own free will; she would sit beside him on the couch with her
0.03818178,0.00028349,0.07848598,ear bent down to him while he told her how he had always intended to
0.04015806,0.00021777,0.08744770,send her to the conservatory how he would have told everyone about
0.04195876,0.00016228,0.06715236,it last Christmas - had Christmas really come and gone already? - if
0.04136661,0.00021803,0.07986190,this misfortune hadn't got in the way and refuse to let anyone
0.04250152,0.00018865,0.07600744,dissuade him from it.  On hearing all this his sister would break
0.04237187,0.00019548,0.06607627,out in tears of emotion and Gregor would climb up to her shoulder
0.04048343,0.00023783,0.07793429,and kiss her neck which since she had been going out to work she
0.04166031,0.00022650,0.06887648,had kept free without any necklace or collar.
0.04484289,0.00015634,0.07405097,"Mr. Samsa!" shouted the middle gentleman to Gregor's father
0.04166377,0.00021644,0.08769054,pointing without wasting any more words with his forefinger at
0.04289464,0.00020318,0.07988041,Gregor as he slowly moved forward.  The violin went silent the
0.03968809,0.00027535,0.06828967,middle of the three gentlemen first smiled at his two friends
0.04230328,0.00020245,0.06859929,shaking his head and then looked back at Gregor.  His father seemed
0.03837405,0.00027948,0.08712726,to think it more important to calm the three gentlemen before
0.04158330,0.00020691,0.07659631,driving Gregor out even though they were not at all upset and
0.04126120,0.00021572,0.08280808,seemed to think Gregor was more entertaining than the violin playing
0.03994360,0.00022965,0.06921615,had been.  He rushed up to them with his arms spread out and
0.03799870,0.00025469,0.08173795,attempted to drive them back into their room at the same time as
0.04185495,0.00017688,0.05776350,trying to block their view of Gregor with his body.  Now they did
0.04021957,0.00022732,0.08592245,become a little annoyed and it was not clear whether it was his
0.04129860,0.00020226,0.07862983,father's behaviour that annoyed them or the dawning realisation that
0.04106516,0.00025476,0.06589231,they had had a neighbour like Gregor in the next room without
0.04440571,0.00014789,0.07358084,knowing it.  They asked Gregor's father for explanations raised
0.04172534,0.00021175,0.06687722,their arms like he had tugged excitedly at their beards and moved
0.04375744,0.00019031,0.05679309,back towards their room only very slowly.  Meanwhile Gregor's sister
0.04143341,0.00022365,0.09582305,had overcome the despair she had fallen into when her playing was
0.04009470,0.00023474,0.07014211,suddenly interrupted.  She had let her hands drop and let violin and
0.04255354,0.00019836,0.07450837,bow hang limply for a while but continued to look at the music as if
0.04150533,0.00020153,0.07295696,still playing but then she suddenly pulled herself together lay
0.04092645,0.00026924,0.08158785,the instrument on her mother's lap who still sat laboriously
0.04123079,0.00024591,0.08455893,struggling for breath where she was and ran into the next room
0.03929974,0.00028743,0.10791435,which under pressure from her father the three gentlemen were more
0.04550983,0.00018857,0.08591298,quickly moving toward.  Under his sister's experienced hand the
0.04079977,0.00023973,0.08132151,pillows and covers on the beds flew up and were put into order and
0.04102890,0.00023622,0.06353686,she had already finished making the beds and slipped out again
0.03896407,0.00028552,0.08157906,before the three gentlemen had reached the room.  Gregor's father
0.03870587,0.00027196,0.08279069,seemed so obsessed with what he was doing that he forgot all the
0.03924246,0.00024439,0.08527574,respect he owed to his tenants.  He urged them and pressed them
0.04007415,0.00025010,0.07423481,until when he was already at the door of the room the middle of
0.03988183,0.00024015,0.08432315,the three gentlemen shouted like thunder and stamped his foot and
0.04131656,0.00020679,0.09033952,thereby brought Gregor's father to a halt.  "I declare here and
0.04146926,0.00019594,0.08522976,now" he said raising his hand and glancing at Gregor's mother and
0.03694575,0.00028108,0.09345793,sister to gain their attention too "that with regard to the
0.04213605,0.00027002,0.08903036,repugnant conditions that prevail in this flat and with this family"
0.04199434,0.00025525,0.07105720,- here he looked briefly but decisively at the floor - "I give
0.04140175,0.00020147,0.08145052,immediate notice on my room.  For the days that I have been living
0.04169700,0.00018721,0.10187772,here I will of course pay nothing at all on the contrary I will
0.04106962,0.00023819,0.08592746,consider whether to proceed with some kind of action for damages
0.04045054,0.00023815,0.08409101,from you and believe me it would be very easy to set out the
0.04261600,0.00019537,0.08183090,grounds for such an action."  He was silent and looked straight
0.04060400,0.00024397,0.07134078,ahead as if waiting for something.  And indeed his two friends
0.04243917,0.00018754,0.08626623,joined in with the words: "And we also give immediate notice."  With
0.03782845,0.00030878,0.07307531,that he took hold of the door handle and slammed the door.
0.04215076,0.00021482,0.07812957,Gregor's father staggered back to his seat feeling his way with his
0.04135679,0.00024731,0.07351981,hands and fell into it; it looked as if he was stretching himself
0.04295198,0.00020543,0.07569194,out for his usual evening nap but from the uncontrolled way his head
0.04046692,0.00023507,0.07173782,kept nodding it could be seen that he was not sleeping at all.
0.04057953,0.00024436,0.08774949,Throughout all this Gregor had lain still where the three gentlemen
0.04113254,0.00022533,0.08139719,had first seen him.  His disappointment at the failure of his plan
0.04275590,0.00021703,0.07349460,and perhaps also because he was weak from hunger made it impossible
0.04115171,0.00018929,0.08254134,for him to move.  He was sure that everyone would turn on him any
0.03986131,0.00021587,0.09125416,moment and he waited.  He was not even startled out of this state
0.04110840,0.00027966,0.09036566,when the violin on his mother's lap fell from her trembling fingers
0.03708508,0.00040063,0.07515080,and landed loudly on the floor.
0.04018123,0.00023496,0.10304314,"Father Mother" said his sister hitting the table with her hand
0.04315871,0.00015115,0.07551819,as introduction "we can't carry on like this.  Maybe you can't see
0.04184051,0.00016147,0.10111123,it but I can.  I don't want to call this monster my brother all I
0.04143091,0.00019618,0.08968410,can say is: we have to try and get rid of it.  We've done all that's
0.04258801,0.00019370,0.07785149,humanly possible to look after it and be patient I don't think
0.04216837,0.00024478,0.06877421,anyone could accuse us of doing anything wrong."
0.04455392,0.00014499,0.06718241,"She's absolutely right" said Gregor's father to himself.  His
0.03976072,0.00021956,0.08281638,mother who still had not had time to catch her breath began to
0.03950077,0.00027645,0.09584859,cough dully her hand held out in front of her and a deranged
0.03520481,0.00039880,0.08000662,expression in her eyes.
0.03904723,0.00026888,0.09526023,Gregor's sister rushed to his mother and put her hand on her
0.03931508,0.00021702,0.08105709,forehead.  Her words seemed to give Gregor's father some more
0.04347650,0.00019711,0.06246696,definite ideas.  He sat upright played with his uniform cap between
0.03801137,0.00028027,0.08735182,the plates left by the three gentlemen after their meal and
0.04245505,0.00021461,0.07441858,occasionally looked down at Gregor as he lay there immobile.
0.04183205,0.00018724,0.08131839,"We have to try and get rid of it" said Gregor's sister now
0.04246672,0.00023476,0.07682672,speaking only to her father as her mother was too occupied with
0.04155785,0.00022078,0.08178172,coughing to listen "it'll be the death of both of you I can see it
0.04097236,0.00020594,0.10065618,coming.  We can't all work as hard as we have to and then come home
0.04098610,0.00016689,0.09808828,to be tortured like this we can't endure it.  I can't endure it any
0.04269865,0.00018754,0.07863413,more."  And she broke out so heavily in tears that they flowed down
0.04036333,0.00024523,0.08845372,the face of her mother and she wiped them away with mechanical hand
0.04531191,0.00015803,0.07592231,"My child" said her father with sympathy and obvious understanding
0.03496766,0.00045886,0.12720575,"what are we to do?"
0.03907182,0.00031499,0.07346713,His sister just shrugged her shoulders as a sign of the helplessness
0.04009631,0.00024057,0.07683963,and tears that had taken hold of her displacing her earlier
0.04159624,0.00019653,0.08705889,"If he could just understand us" said his father almost as a
0.04044277,0.00026535,0.07766187,question; his sister shook her hand vigorously through her tears as
0.03839427,0.00028096,0.10273448,a sign that of that there was no question.
0.04442470,0.00016229,0.07764603,"If he could just understand us" repeated Gregor's father closing
0.03905371,0.00022439,0.08394226,his eyes in acceptance of his sister's certainty that that was quite
0.04366449,0.00021153,0.08529222,impossible "then perhaps we could come to some kind of arrangement
0.03390961,0.00051255,0.08399121,with him.  But as it is ..."
0.04223899,0.00019723,0.08308386,"It's got to go" shouted his sister "that's the only way Father.
0.04120040,0.00022385,0.07264812,You've got to get rid of the idea that that's Gregor.  We've only
0.04329068,0.00020621,0.07908635,harmed ourselves by believing it for so long.  How can that be
0.04137133,0.00019606,0.07898563,Gregor? If it were Gregor he would have seen long ago that it's not
0.04156854,0.00026091,0.08887631,possible for human beings to live with an animal like that and he
0.04176879,0.00019597,0.07303763,would have gone of his own free will.  We wouldn't have a brother
0.04214632,0.00019588,0.09119957,any more then but we could carry on with our lives and remember
0.03989225,0.00029755,0.07895655,him with respect.  As it is this animal is persecuting us it's
0.04076268,0.00024805,0.07281538,driven out our tenants it obviously wants to take over the whole
0.04063730,0.00022428,0.06644829,flat and force us to sleep on the streets.  Father look just
0.04388392,0.00017857,0.06802830,look" she suddenly screamed "he's starting again!"   In her alarm
0.04382800,0.00020067,0.09052674,which was totally beyond Gregor's comprehension his sister even
0.04150251,0.00029081,0.07793829,abandoned his mother as she pushed herself vigorously out of her
0.04042661,0.00023450,0.08561093,chair as if more willing to sacrifice her own mother than stay
0.04027846,0.00022537,0.07804989,anywhere near Gregor.  She rushed over to behind her father who had
0.04268750,0.00018666,0.07443555,become excited merely because she was and stood up half raising his
0.03983773,0.00024043,0.08387473,hands in front of Gregor's sister as if to protect her.
0.04088941,0.00023599,0.07800185,But Gregor had had no intention of frightening anyone least of all
0.03973393,0.00027548,0.09897619,his sister.  All he had done was begin to turn round so that he
0.04248091,0.00022595,0.07119666,could go back into his room although that was in itself quite
0.04162242,0.00023000,0.07423946,startling as his pain-wracked condition meant that turning round
0.04017230,0.00023286,0.07442328,required a great deal of effort and he was using his head to help
0.04031513,0.00022954,0.07076329,himself do it repeatedly raising it and striking it against the
0.04122972,0.00023831,0.07078554,floor.  He stopped and looked round.  They seemed to have realised
0.04136611,0.00020453,0.06818656,his good intention and had only been alarmed briefly.  Now they all
0.04187460,0.00021086,0.07842485,looked at him in unhappy silence.  His mother lay in her chair with
0.03913150,0.00025006,0.08123533,her legs stretched out and pressed against each other her eyes
0.04054014,0.00021639,0.07545811,nearly closed with exhaustion; his sister sat next to his father
0.04073239,0.00028509,0.07993403,with her arms around his neck.
0.04379034,0.00018873,0.06764961,"Maybe now they'll let me turn round" thought Gregor and went back
0.04195373,0.00020405,0.07027002,to work.  He could not help panting loudly with the effort and had
0.04118356,0.00023050,0.06685359,sometimes to stop and take a rest.  No-one was making him rush any
0.04307999,0.00021415,0.07157049,more everything was left up to him.  As soon as he had finally
0.04177300,0.00020216,0.07898141,finished turning round he began to move straight ahead.  He was
0.03970032,0.00022692,0.07885881,amazed at the great distance that separated him from his room and
0.04010970,0.00022181,0.08468447,could not understand how he had covered that distance in his weak
0.04080386,0.00025050,0.08960299,state a little while before and almost without noticing it.  He
0.04034603,0.00019338,0.07700193,concentrated on crawling as fast as he could and hardly noticed that
0.04150968,0.00018434,0.08178635,there was not a word not any cry from his family to distract him.
0.03894755,0.00026456,0.07927474,He did not turn his head until he had reached the doorway.  He did
0.04244369,0.00022350,0.08156718,not turn it all the way round as he felt his neck becoming stiff
0.03860644,0.00030653,0.08246849,but it was nonetheless enough to see that nothing behind him had
0.04156038,0.00022078,0.07486876,changed only his sister had stood up.  With his last glance he saw
0.04115897,0.00026465,0.07286282,that his mother had now fallen completely asleep.
0.04158653,0.00021570,0.06921451,He was hardly inside his room before the door was hurriedly shut
0.04176088,0.00021914,0.07305771,bolted and locked.  The sudden noise behind Gregor so startled him
0.04049333,0.00027715,0.08144143,that his little legs collapsed under him.  It was his sister who had
0.04058729,0.00023000,0.08698616,been in so much of a rush.  She had been standing there waiting and
0.04268707,0.00019249,0.07278246,sprung forward lightly Gregor had not heard her coming at all and
0.04046225,0.00021819,0.08236384,as she turned the key in the lock she said loudly to her parents "At
0.04352307,0.00019266,0.07042271,"What now then?" Gregor asked himself as he looked round in the
0.04166498,0.00021666,0.09767660,darkness.  He soon made the discovery that he could no longer move
0.04105259,0.00021529,0.08646861,at all.  This was no surprise to him it seemed rather that being
0.04106014,0.00021665,0.08385515,able to actually move around on those spindly little legs until then
0.04171751,0.00015855,0.07503129,was unnatural.  He also felt relatively comfortable.  It is true
0.04194469,0.00019875,0.07640636,that his entire body was aching but the pain seemed to be slowly
0.04197397,0.00023079,0.07749624,getting weaker and weaker and would finally disappear altogether.
0.04063341,0.00020503,0.06578502,He could already hardly feel the decayed apple in his back or the
0.04265232,0.00019802,0.09270781,inflamed area around it which was entirely covered in white dust.
0.04312853,0.00018261,0.07431963,He thought back of his family with emotion and love.  If it was
0.04178950,0.00021408,0.09032617,possible he felt that he must go away even more strongly than his
0.04126090,0.00022590,0.07505277,sister.  He remained in this state of empty and peaceful rumination
0.04002269,0.00026106,0.08140857,until he heard the clock tower strike three in the morning.  He
0.04082782,0.00022795,0.06976301,watched as it slowly began to get light everywhere outside the
0.04005546,0.00023315,0.07711712,window too.  Then without his willing it his head sank down
0.04382845,0.00021074,0.06890576,completely and his last breath flowed weakly from his nostrils.
0.04107335,0.00022979,0.07687654,When the cleaner came in early in the morning - they'd often asked
0.04002835,0.00027667,0.07981242,her not to keep slamming the doors but with her strength and in her
0.04118144,0.00022183,0.08416294,hurry she still did so that everyone in the flat knew when she'd
0.04104312,0.00023746,0.07107490,arrived and from then on it was impossible to sleep in peace - she
0.04126083,0.00023971,0.07751314,made her usual brief look in on Gregor and at first found nothing
0.04178484,0.00022935,0.08087344,special.  She thought he was laying there so still on purpose
0.04249578,0.00020099,0.08075572,playing the martyr; she attributed all possible understanding to
0.04003839,0.00024190,0.08633563,him.  She happened to be holding the long broom in her hand so she
0.04127040,0.00021383,0.07731960,tried to tickle Gregor with it from the doorway.  When she had no
0.04099056,0.00023039,0.07945747,success with that she tried to make a nuisance of herself and poked
0.04143266,0.00021315,0.08269595,at him a little and only when she found she could shove him across
0.03946511,0.00026184,0.09537333,the floor with no resistance at all did she start to pay attention.
0.03949098,0.00022628,0.07389095,She soon realised what had really happened opened her eyes wide
0.04154777,0.00022629,0.07535099,whistled to herself but did not waste time to yank open the bedroom
0.04161056,0.00020448,0.07935972,doors and shout loudly into the darkness of the bedrooms: "Come and
0.04248091,0.00020350,0.08150202,'ave a look at this it's dead just lying there stone dead!"
0.03983525,0.00021590,0.08066116,Mr. and  Mrs. Samsa sat upright there in their marriage bed and had
0.04001607,0.00024926,0.08277101,to make an effort to get over the shock caused by the cleaner before
0.04303518,0.00017202,0.06824453,they could grasp what she was saying.  But then each from his own
0.04291616,0.00018945,0.06753247,side they hurried out of bed.  Mr. Samsa threw the blanket over his
0.04228902,0.00016563,0.07012751,shoulders  Mrs. Samsa just came out in her nightdress; and that is
0.03958455,0.00022728,0.07666829,how they went into Gregor's room.  On the way they opened the door
0.03945171,0.00028254,0.07813569,to the living room where Grete had been sleeping since the three
0.04037907,0.00023570,0.08407803,gentlemen had moved in; she was fully dressed as if she had never
0.04044557,0.00025387,0.07429894,been asleep and the paleness of her face seemed to confirm this.
0.04655849,0.00013253,0.06388614,"Dead?" asked  Mrs. Samsa looking at the charwoman enquiringly
0.04046571,0.00024237,0.07893957,even though she could have checked for herself and could have known
0.04361130,0.00016055,0.07774750,it even without checking.  "That's what I said"  replied the
0.04234325,0.00020110,0.08644814,cleaner and to prove it she gave Gregor's body another shove with
0.04273501,0.00020159,0.07163156,the broom sending it sideways across the floor.  Mrs. Samsa made a
0.04147572,0.00021682,0.07542184,movement as if she wanted to hold back the broom but did not
0.04507934,0.00013851,0.06844558,complete it.  "Now then" said  Mr. Samsa "let's give thanks to God
0.04195665,0.00018623,0.08089495,for that". He crossed himself and the three women followed his
0.04273306,0.00019240,0.06934980,example.  Grete who had not taken her eyes from the corpse said:
0.04278712,0.00021042,0.07031888,"Just look how thin he was.  He didn't eat anything for so long.
0.04272454,0.00018369,0.09186203,The food came out again just the same as when it went in". Gregor's
0.04140826,0.00019195,0.06893610,body was indeed completely dried up and flat they had not seen it
0.04019114,0.00024629,0.07343783,until then but now he was not lifted up on his little legs nor did
0.03919809,0.00025491,0.06344312,he do anything to make them look away.
0.04275174,0.00018127,0.08995000,"Grete come with us in here for a little while" said  Mrs. Samsa
0.04127482,0.00021234,0.09056806,with a pained smile and Grete followed her parents into the bedroom
0.04147855,0.00022865,0.07046309,but not without looking back at the body.  The cleaner shut the door
0.04065334,0.00021088,0.08145954,and opened the window wide.  Although it was still early in the
0.04024218,0.00022688,0.07059629,morning the fresh air had something of warmth mixed in with it.  It
0.04005423,0.00017649,0.07467664,was already the end of March after all.
0.03992797,0.00026621,0.07302749,The three gentlemen stepped out of their room and looked round in
0.04174745,0.00022329,0.06615260,amazement for their breakfasts;  they had been forgotten about.
0.04299381,0.00021309,0.07495189,"Where is our breakfast?" the middle gentleman asked the cleaner
0.04352731,0.00019749,0.08746504,irritably.  She just put her finger on her lips and made a quick and
0.03931492,0.00025164,0.09721289,silent sign to the men that they might like to come into Gregor's
0.04229420,0.00019934,0.07483611,room.  They did so and stood around Gregor's corpse with their
0.04269360,0.00018822,0.06717893,hands in the pockets of their well-worn coats. It was now quite
0.03643495,0.00055980,0.07765984,light in the room.
0.04008618,0.00026179,0.07513890,Then the door of the bedroom opened and  Mr. Samsa appeared in his
0.04085778,0.00022329,0.08475375,uniform with his wife on one arm and his daughter on the other.  All
0.04128818,0.00021251,0.08015289,of them had been crying a little; Grete now and then pressed her
0.03862712,0.00026951,0.09521447,face against her father's arm.
0.04440146,0.00015156,0.07421847,"Leave my home.  Now!" said  Mr. Samsa indicating the door and
0.04316783,0.00016474,0.08200970,without letting the women from him.  "What do you mean?" asked the
0.04007052,0.00024946,0.07838954,middle of the three gentlemen somewhat disconcerted and he smiled
0.04068159,0.00022140,0.06771484,sweetly.  The other two held their hands behind their backs and
0.04193661,0.00022576,0.07195483,continually rubbed them together in gleeful anticipation of a loud
0.04398800,0.00016220,0.08528863,quarrel which could only end in their favour.  "I mean just what I
0.04147814,0.00018197,0.07766980,said" answered  Mr. Samsa and with his two companions went in a
0.04051823,0.00020384,0.09084338,straight line towards the man.  At first he stood there still
0.04015277,0.00025157,0.08376163,looking at the ground as if the contents of his head were
0.04285757,0.00022308,0.06630838,rearranging themselves into new positions.  "Alright we'll go
0.04138067,0.00022458,0.06681245,then" he said and looked up at  Mr. Samsa as if he had been
0.04358656,0.00021082,0.07420812,suddenly overcome with humility and wanted permission again from
0.04143086,0.00022088,0.07203936,Mr. Samsa for his decision.  Mr. Samsa merely opened his eyes wide
0.04243990,0.00020126,0.07775565,and briefly nodded to him several times.  At that and without
0.04154625,0.00018640,0.09574305,delay the man actually did take long strides into the front
0.04322289,0.00021064,0.06936783,hallway; his two friends had stopped rubbing their hands some time
0.04079348,0.00021139,0.07965833,before and had been listening to what was being said.  Now they
0.03963462,0.00023398,0.07368464,jumped off after their friend as if taken with a sudden fear that
0.04209417,0.00020785,0.07477221,Mr. Samsa might go into the hallway in front of them and break the
0.03920904,0.00021596,0.07819947,connection with their leader.  Once there all three took their hats
0.04142597,0.00021337,0.07897686,from the stand took their sticks from the holder bowed without a
0.04136013,0.00023486,0.08171102,word and left the premises.  Mr. Samsa and the two women followed
0.03966175,0.00027660,0.08770867,them out onto the landing; but they had had no reason to mistrust
0.03950352,0.00023326,0.09137663,the men's intentions and as they leaned over the landing they saw how
0.04044962,0.00024616,0.07381173,the three gentlemen made slow but steady progress down the many
0.04062298,0.00024447,0.07368041,steps.  As they turned the corner on each floor they disappeared and
0.04059451,0.00021494,0.08187962,would reappear a few moments later; the further down they went the
0.04142597,0.00019553,0.09650770,more that the Samsa family lost interest in them; when a butcher's
0.04096990,0.00024606,0.07928515,boy proud of posture with his tray on his head passed them on his
0.03958383,0.00021710,0.08633928,way up and came nearer than they were  Mr. Samsa and the women came
0.04285361,0.00018822,0.08368122,away from the landing and went as if relieved back into the flat.
0.04155044,0.00021761,0.08221003,They decided the best way to make use of that day was for relaxation
0.04008076,0.00023253,0.06385455,and to go for a walk; not only had they earned a break from work but
0.03906353,0.00024030,0.08994099,they were in serious need of it.  So they sat at the table and wrote
0.04164650,0.00018433,0.05762513,three letters of excusal  Mr. Samsa to his employers  Mrs. Samsa
0.03896501,0.00024209,0.09770122,to her contractor and Grete to her principal.  The cleaner came in
0.04042314,0.00024339,0.08760247,while they were writing to tell them she was going she'd finished
0.04061712,0.00024342,0.07460668,her work for that morning.  The three of them at first just nodded
0.04203865,0.00019804,0.07395160,without looking up from what they were writing and it was only when
0.03955690,0.00024932,0.07890661,the cleaner still did not seem to want to leave that they looked up
0.04398269,0.00014797,0.07055524,in irritation.  "Well?" asked  Mr. Samsa.  The charwoman stood in
0.03996990,0.00023064,0.08652360,the doorway with a smile on her face as if she had some tremendous
0.04231236,0.00021000,0.05760702,good news to report but would only do it if she was clearly asked
0.04007838,0.00022784,0.09034800,to.  The almost vertical little ostrich feather on her hat which
0.04052652,0.00023820,0.08152742,had been a source of irritation to  Mr. Samsa all the time she had
0.04379484,0.00017962,0.07286615,been working for them swayed gently in all directions.  "What is it
0.04274184,0.00016489,0.07903253,you want then?" asked  Mrs. Samsa whom the cleaner had the most
0.04429934,0.00019020,0.07365888,respect for.  "Yes" she answered and broke into a friendly laugh
0.04136930,0.00020980,0.08464582,that made her unable to speak straight away "well then that thing
0.04039441,0.00021275,0.06610602,in there you needn't worry about how you're going to get rid of it.
0.04202661,0.00019765,0.07628541, That's all been sorted out."   Mrs. Samsa and Grete bent down over
0.03833053,0.00028807,0.09563595,their letters as if intent on continuing with what they were
0.04159443,0.00020010,0.07480438,writing;  Mr. Samsa saw that the cleaner wanted to start describing
0.04143498,0.00024029,0.08583829,everything in detail but with outstretched hand he made it quite
0.04144909,0.00023780,0.09079417,clear that she was not to.  So as she was prevented from telling
0.04077697,0.00022772,0.07776040,them all about it she suddenly remembered what a hurry she was in
0.04123615,0.00017489,0.07945913,and clearly peeved called out "Cheerio then everyone" turned
0.04341945,0.00020136,0.07801221,round sharply and left slamming the door terribly as she went.
0.04513063,0.00016287,0.06397822,"Tonight she gets sacked" said  Mr. Samsa but he received no reply
0.03974813,0.00022148,0.08652901,from either his wife or his daughter as the charwoman seemed to have
0.04108949,0.00019649,0.06845555,destroyed the peace they had only just gained.  They got up and went
0.03926762,0.00023427,0.08953079,over to the window where they remained with their arms around each
0.04080634,0.00020252,0.07832915,other.  Mr. Samsa twisted round in his chair to look at them and sat
0.04198808,0.00017985,0.11135627,there watching for a while.  Then he called out: "Come here then.
0.04256900,0.00018037,0.08554287,Let's forget about all that old stuff shall we.  Come and give me a
0.04125527,0.00021724,0.08851205,bit of attention". The two women immediately did as he said
0.04025274,0.00023677,0.07178777,hurrying over to him where they kissed him and hugged him and then
0.04027859,0.00026610,0.07996198,they quickly finished their letters.
0.03716325,0.00031926,0.08464544,After that the three of them left the flat together which was
0.03825069,0.00029180,0.08517329,something they had not done for months and took the tram out to the
0.04275070,0.00020361,0.08101356,open country outside the town.  They had the tram filled with warm
0.04298648,0.00017653,0.06982487,sunshine all to themselves.  Leant back comfortably on their seats
0.04177304,0.00021404,0.07858071,they discussed their prospects and found that on closer examination
0.03939760,0.00024346,0.07827800,they were not at all bad - until then they had never asked each
0.04080628,0.00020972,0.07212931,other about their work but all three had jobs which were very good
0.04259708,0.00021221,0.08128058,and held particularly good promise for the future.  The greatest
0.04322289,0.00020828,0.09372482,improvement for the time being of course would be achieved quite
0.04110936,0.00020067,0.07421381,easily by moving house; what they needed now was a flat that was
0.04005588,0.00024554,0.09491809,smaller and cheaper than the current one which had been chosen by
0.04065625,0.00022558,0.09435892,Gregor one that was in a better location and most of all more
0.04179446,0.00019568,0.09126424,practical.  All the time Grete was becoming livelier.  With all the
0.04274158,0.00024235,0.07910354,worry they had been having of late her cheeks had become pale but
0.04343247,0.00016503,0.07276719,while they were talking  Mr. and  Mrs. Samsa were struck almost
0.04127775,0.00023351,0.06175674,simultaneously with the thought of how their daughter was
0.04275497,0.00017579,0.07281331,blossoming into a well built and beautiful young lady.  They became
0.04421168,0.00019880,0.07941058,quieter.  Just from each other's glance and almost without knowing
0.03964302,0.00024823,0.08138542,it they agreed that it would soon be time to find a good man for
0.04059905,0.00022134,0.06719643,her.  And as if in confirmation of their new dreams and good
0.03828526,0.00023900,0.09707982,intentions as soon as they reached their destination Grete was the
0.04093212,0.00027626,0.06648830,first to get up and stretch out her young body.
0.04688732,0.00010031,0.05044116,End of the Project Gutenberg EBook of Metamorphosis by Franz Kafka
